,player_name,team_abbreviation,age,player_height_cm,player_weight_lbs,college,country,draft_year,draft_round,draft_number,games_played,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_categorical,season_period
11916,Daishen Nix,HOU,20.0,193.04,226.0,,USA,,,,24,3.2,1.4,1.7,-6.6,0.026,0.103,0.1669999999999999,0.48,0.208,2021-22,2021-22,2021
11917,Dakota Mathias,MEM,26.0,193.04,200.0,Purdue,USA,2018.0,,,6,1.0,0.3,0.2,-25.4,0.0,0.154,0.15,0.5,0.125,2021-22,2021-22,2021
11918,Dalano Banton,TOR,22.0,200.66,204.0,Nebraska,Canada,2021.0,2.0,46.0,64,3.2,1.9,1.5,1.5,0.048,0.124,0.159,0.4629999999999999,0.1969999999999999,2021-22,2021-22,2021
11919,Damian Jones,SAC,27.0,210.82,245.0,Vanderbilt,USA,2016.0,1.0,30.0,56,8.1,4.4,1.2,-6.8,0.074,0.1639999999999999,0.163,0.701,0.106,2021-22,2021-22,2021
11920,Damian Lillard,POR,31.0,187.96,195.0,Weber State,USA,2012.0,1.0,6.0,29,24.0,4.1,7.3,-1.8,0.012,0.104,0.288,0.55,0.321,2021-22,2021-22,2021
11921,D.J. Wilson,TOR,26.0,208.28,231.0,Michigan,USA,2017.0,1.0,17.0,4,7.5,4.0,1.3,-16.5,0.017,0.238,0.159,0.773,0.147,2021-22,2021-22,2021
11922,Damion Lee,GSW,29.0,195.58,210.0,Drexel,USA,,,,63,7.4,3.2,1.0,2.8,0.022,0.136,0.156,0.561,0.072,2021-22,2021-22,2021
11923,Daniel Gafford,WAS,23.0,205.74,234.0,Arkansas,USA,2019.0,2.0,38.0,72,9.4,5.7,0.9,-6.9,0.107,0.1689999999999999,0.16,0.708,0.071,2021-22,2021-22,2021
11924,Daniel Oturu,TOR,22.0,203.2,240.0,Minnesota,USA,2020.0,2.0,33.0,3,3.0,1.7,0.0,-36.8,0.036,0.148,0.125,0.5489999999999999,0.0,2021-22,2021-22,2021
11925,Daniel Theis,BOS,30.0,205.74,245.0,,Germany,,,,47,8.2,4.9,0.9,-3.9,0.061,0.159,0.162,0.595,0.068,2021-22,2021-22,2021
11926,Danilo Gallinari,ATL,33.0,208.28,236.0,,Italy,2008.0,1.0,6.0,66,11.7,4.7,1.5,3.4,0.021,0.161,0.182,0.579,0.086,2021-22,2021-22,2021
11927,Danny Green,PHI,35.0,198.12,215.0,North Carolina,USA,2009.0,2.0,46.0,62,5.9,2.5,1.0,3.0,0.025,0.091,0.121,0.561,0.065,2021-22,2021-22,2021
11928,Danuel House Jr.,UTA,29.0,198.12,220.0,Texas A&M,USA,,,,42,5.9,2.6,1.0,3.8,0.023,0.118,0.146,0.555,0.087,2021-22,2021-22,2021
11929,Damyean Dotson,NYK,28.0,195.58,210.0,Houston,USA,2017.0,2.0,44.0,2,2.0,1.0,0.5,-0.8,0.0,0.111,0.089,0.5,0.071,2021-22,2021-22,2021
11930,Brandon Ingram,NOP,24.0,203.2,190.0,Duke,USA,2016.0,1.0,2.0,55,22.7,5.8,5.6,3.3,0.019,0.152,0.291,0.5539999999999999,0.268,2021-22,2021-22,2021
11931,D.J. Augustin,LAL,34.0,180.34,183.0,Texas-Austin,USA,2008.0,1.0,9.0,55,5.3,1.2,1.9,-10.6,0.012,0.065,0.139,0.61,0.176,2021-22,2021-22,2021
11932,Craig Sword,WAS,28.0,190.5,196.0,Mississippi State,USA,,,,3,2.0,0.0,0.3,8.3,0.0,0.0,0.125,0.75,0.1,2021-22,2021-22,2021
11933,Chris Chiozza,GSW,26.0,180.34,175.0,Florida,USA,,,,34,2.0,1.1,1.9,-7.9,0.023,0.073,0.132,0.407,0.264,2021-22,2021-22,2021
11934,Chris Duarte,IND,25.0,195.58,190.0,Oregon,Dominican Republic,2021.0,1.0,13.0,55,13.1,4.1,2.1,-2.0,0.026,0.1169999999999999,0.207,0.537,0.11,2021-22,2021-22,2021
11935,Chris Paul,PHX,37.0,182.88,175.0,Wake Forest,USA,2005.0,1.0,4.0,65,14.7,4.4,10.8,10.0,0.011,0.113,0.1969999999999999,0.581,0.434,2021-22,2021-22,2021
11936,Chris Silva,MIA,25.0,203.2,234.0,South Carolina,Gabon,,,,10,2.6,3.6,0.7,-16.1,0.127,0.2739999999999999,0.123,0.6409999999999999,0.13,2021-22,2021-22,2021
11937,Christian Wood,HOU,26.0,205.74,214.0,UNLV,USA,,,,68,17.9,10.1,2.3,-9.1,0.051,0.265,0.233,0.595,0.124,2021-22,2021-22,2021
11938,Chuma Okeke,ORL,23.0,198.12,229.0,Auburn,USA,2019.0,1.0,16.0,70,8.6,5.0,1.7,-8.8,0.024,0.165,0.159,0.501,0.104,2021-22,2021-22,2021
11939,D'Angelo Russell,MIN,26.0,193.04,193.0,Ohio State,USA,2015.0,1.0,2.0,65,18.1,3.3,7.1,4.7,0.011,0.089,0.246,0.544,0.32,2021-22,2021-22,2021
11940,Clint Capela,ATL,28.0,208.28,256.0,,Switzerland,2014.0,1.0,25.0,74,11.1,11.9,1.2,3.3,0.133,0.284,0.149,0.604,0.062,2021-22,2021-22,2021
11941,Cody Martin,CHA,26.0,198.12,205.0,Nevada-Reno,USA,2019.0,2.0,36.0,71,7.7,4.0,2.5,0.1,0.043,0.108,0.12,0.579,0.124,2021-22,2021-22,2021
11942,Cody Zeller,POR,29.0,210.82,240.0,Indiana,USA,2013.0,1.0,4.0,27,5.2,4.6,0.8,-2.1,0.128,0.212,0.153,0.627,0.087,2021-22,2021-22,2021
11943,Cole Anthony,ORL,22.0,190.5,185.0,North Carolina,USA,2020.0,1.0,15.0,65,16.3,5.4,5.7,-5.4,0.015,0.145,0.245,0.519,0.281,2021-22,2021-22,2021
11944,Collin Sexton,CLE,23.0,185.42,190.0,Alabama,USA,2018.0,1.0,8.0,11,16.0,3.3,2.1,-5.8,0.0409999999999999,0.066,0.264,0.523,0.125,2021-22,2021-22,2021
11945,Corey Kispert,WAS,23.0,198.12,224.0,Gonzaga,USA,2021.0,1.0,15.0,77,8.2,2.7,1.1,0.1,0.03,0.084,0.142,0.586,0.064,2021-22,2021-22,2021
11946,Cory Joseph,DET,30.0,190.5,200.0,Texas-Austin,Canada,2011.0,1.0,29.0,65,8.0,2.7,3.6,-6.4,0.017,0.092,0.141,0.579,0.22,2021-22,2021-22,2021
11947,Coby White,CHI,22.0,193.04,195.0,North Carolina,USA,2019.0,1.0,7.0,61,12.7,3.0,2.9,-1.2,0.011,0.099,0.195,0.564,0.147,2021-22,2021-22,2021
11948,Brandon Goodwin,CLE,26.0,182.88,180.0,Florida Gulf Coast,USA,,,,36,4.8,1.9,2.5,-6.3,0.0279999999999999,0.11,0.177,0.501,0.278,2021-22,2021-22,2021
11949,Brandon Clarke,MEM,25.0,203.2,215.0,Gonzaga,Canada,2019.0,1.0,21.0,64,10.4,5.3,1.3,7.5,0.099,0.148,0.171,0.66,0.1009999999999999,2021-22,2021-22,2021
11950,Brandon Boston,LAC,20.0,198.12,188.0,Kentucky,USA,2021.0,2.0,51.0,51,6.7,2.2,1.0,-2.0,0.02,0.111,0.212,0.481,0.103,2021-22,2021-22,2021
11951,David Nwaba,HOU,29.0,195.58,219.0,Cal Poly,USA,,,,46,5.1,3.3,0.8,-9.0,0.061,0.179,0.15,0.5670000000000001,0.085,2021-22,2021-22,2021
11952,David Johnson,TOR,21.0,193.04,203.0,Louisville,USA,2021.0,2.0,47.0,2,0.0,0.0,0.0,-75.0,0.0,0.0,0.143,0.0,0.0,2021-22,2021-22,2021
11953,David Duke Jr.,BKN,22.0,193.04,204.0,Providence,USA,,,,22,4.7,3.0,0.8,0.1,0.077,0.105,0.15,0.444,0.066,2021-22,2021-22,2021
11954,Darren Collison,LAL,34.0,182.88,160.0,UCLA,USA,2009.0,1.0,21.0,3,1.3,1.3,0.7,-18.4,0.0,0.091,0.077,0.286,0.063,2021-22,2021-22,2021
11955,Aaron Gordon,DEN,26.0,203.2,235.0,Arizona,USA,2014.0,1.0,4.0,75,15.0,5.9,2.5,6.2,0.057,0.129,0.1939999999999999,0.602,0.109,2021-22,2021-22,2021
11956,Aaron Henry,PHI,22.0,195.58,210.0,Michigan State,USA,,,,6,0.3,0.2,0.0,-56.0,0.0,0.048,0.149,0.2,0.0,2021-22,2021-22,2021
11957,Davion Mitchell,SAC,23.0,182.88,202.0,Baylor,USA,2021.0,1.0,9.0,75,11.5,2.2,4.2,-6.0,0.015,0.062,0.2019999999999999,0.489,0.235,2021-22,2021-22,2021
11958,Aaron Holiday,PHX,25.0,182.88,185.0,UCLA,USA,2018.0,1.0,23.0,63,6.3,1.9,2.4,-1.4,0.023,0.092,0.182,0.544,0.223,2021-22,2021-22,2021
11959,Aaron Wiggins,OKC,23.0,193.04,190.0,Maryland,USA,2021.0,2.0,55.0,50,8.3,3.6,1.4,-8.1,0.04,0.098,0.149,0.556,0.083,2021-22,2021-22,2021
11960,Abdel Nader,PHX,28.0,195.58,225.0,Iowa State,Egypt,2016.0,2.0,58.0,14,2.4,1.9,0.5,-0.9,0.026,0.145,0.139,0.431,0.065,2021-22,2021-22,2021
11961,Ade Murkey,SAC,24.0,195.58,200.0,Denver,USA,,,,1,0.0,0.0,0.0,-33.3,0.0,0.0,0.0,0.0,0.0,2021-22,2021-22,2021
11962,Admiral Schofield,ORL,25.0,195.58,241.0,Tennessee,United Kingdom,2019.0,2.0,42.0,38,3.8,2.3,0.7,-13.5,0.033,0.146,0.143,0.5379999999999999,0.084,2021-22,2021-22,2021
11963,Ahmad Caver,IND,25.0,187.96,174.0,Old Dominion,USA,2019.0,,,1,2.0,0.0,0.0,133.3,0.0,0.0,0.5,1.0,0.0,2021-22,2021-22,2021
11964,Al Horford,BOS,36.0,205.74,240.0,Florida,Dominican Republic,2007.0,1.0,3.0,69,10.2,7.7,3.4,9.3,0.054,0.201,0.147,0.574,0.159,2021-22,2021-22,2021
11965,Aaron Nesmith,BOS,22.0,195.58,215.0,Vanderbilt,USA,2020.0,1.0,14.0,52,3.8,1.7,0.4,3.0,0.025,0.1169999999999999,0.1639999999999999,0.507,0.057,2021-22,2021-22,2021
11966,Alec Burks,NYK,30.0,198.12,214.0,Colorado,USA,2011.0,1.0,12.0,81,11.7,4.9,3.0,2.3,0.019,0.148,0.171,0.5589999999999999,0.158,2021-22,2021-22,2021
11967,Davis Bertans,DAL,29.0,208.28,225.0,,Latvia,2011.0,2.0,42.0,56,5.6,2.1,0.6,1.0,0.0139999999999999,0.127,0.165,0.531,0.054,2021-22,2021-22,2021
11968,Day'Ron Sharpe,BKN,20.0,205.74,265.0,North Carolina,USA,2021.0,1.0,29.0,32,6.2,5.0,0.5,6.9,0.1969999999999999,0.198,0.205,0.593,0.062,2021-22,2021-22,2021
11969,Deni Avdija,WAS,21.0,205.74,210.0,,Israel,2020.0,1.0,9.0,82,8.4,5.2,2.0,-1.0,0.027,0.182,0.158,0.536,0.1169999999999999,2021-22,2021-22,2021
11970,Delon Wright,ATL,30.0,195.58,185.0,Utah,USA,2015.0,1.0,20.0,77,4.4,2.9,2.4,2.8,0.035,0.1159999999999999,0.1009999999999999,0.5760000000000001,0.178,2021-22,2021-22,2021
11971,Dejounte Murray,SAS,25.0,193.04,180.0,Washington,USA,2016.0,1.0,29.0,68,21.1,8.3,9.2,1.9,0.031,0.196,0.268,0.5329999999999999,0.3879999999999999,2021-22,2021-22,2021
11972,Deividas Sirvydis,DET,22.0,203.2,190.0,,Lithuania,2019.0,2.0,37.0,3,1.0,2.0,0.3,-42.3,0.0,0.2,0.149,0.15,0.063,2021-22,2021-22,2021
11973,Deandre Ayton,PHX,23.0,210.82,250.0,Arizona,Bahamas,2018.0,1.0,1.0,58,17.2,10.2,1.4,9.6,0.093,0.241,0.217,0.6559999999999999,0.071,2021-22,2021-22,2021
11974,Dean Wade,CLE,25.0,205.74,228.0,Kansas State,USA,,,,51,5.3,2.9,1.0,2.0,0.031,0.12,0.107,0.584,0.077,2021-22,2021-22,2021
11975,Davon Reed,DEN,27.0,195.58,206.0,Miami,USA,2017.0,2.0,32.0,48,4.4,2.3,1.1,0.3,0.021,0.14,0.1169999999999999,0.624,0.115,2021-22,2021-22,2021
11976,DeMarcus Cousins,DEN,31.0,208.28,270.0,Kentucky,USA,2010.0,1.0,5.0,48,9.0,5.6,1.5,2.2,0.103,0.281,0.267,0.5670000000000001,0.153,2021-22,2021-22,2021
11977,DeJon Jarreau,IND,24.0,195.58,185.0,Houston,USA,,,,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2021-22,2021-22,2021
11978,DeAndre' Bembry,MIL,27.0,195.58,210.0,St. Joseph's (PA),USA,2016.0,1.0,21.0,56,5.1,2.9,1.2,-0.6,0.042,0.106,0.111,0.601,0.087,2021-22,2021-22,2021
11979,DeAndre Jordan,PHI,33.0,210.82,265.0,Texas A&M,USA,2008.0,2.0,35.0,48,4.3,5.5,0.4,-10.8,0.127,0.262,0.132,0.6409999999999999,0.051,2021-22,2021-22,2021
11980,De'Anthony Melton,MEM,24.0,187.96,200.0,Southern California,USA,2018.0,2.0,46.0,73,10.8,4.5,2.7,5.6,0.034,0.15,0.205,0.529,0.157,2021-22,2021-22,2021
11981,De'Andre Hunter,ATL,24.0,203.2,221.0,Virginia,USA,2019.0,1.0,4.0,53,13.4,3.3,1.3,0.7,0.016,0.093,0.1939999999999999,0.547,0.06,2021-22,2021-22,2021
11982,De'Aaron Fox,SAC,24.0,190.5,185.0,Kentucky,USA,2017.0,1.0,5.0,59,23.2,3.9,5.6,-4.4,0.012,0.096,0.284,0.5489999999999999,0.254,2021-22,2021-22,2021
11983,DeMar DeRozan,CHI,32.0,198.12,220.0,Southern California,USA,2009.0,1.0,9.0,76,27.9,5.2,4.9,1.1,0.021,0.122,0.308,0.59,0.228,2021-22,2021-22,2021
11984,Jemerrio Jones,LAL,27.0,195.58,175.0,New Mexico State,USA,2018.0,,,2,2.0,1.5,0.0,-38.0,0.118,0.0559999999999999,0.083,0.667,0.0,2021-22,2021-22,2021
11985,Aleem Ford,ORL,24.0,203.2,220.0,Wisconsin,USA,,,,5,2.8,3.0,0.4,-22.1,0.0279999999999999,0.16,0.148,0.35,0.043,2021-22,2021-22,2021
11986,Alex Caruso,CHI,28.0,195.58,186.0,Texas A&M,USA,,,,41,7.4,3.6,4.0,5.1,0.0289999999999999,0.1009999999999999,0.13,0.528,0.1939999999999999,2021-22,2021-22,2021
11987,Ayo Dosunmu,CHI,22.0,193.04,200.0,Illinois,USA,2021.0,2.0,38.0,77,8.8,2.8,3.3,-5.0,0.013,0.09,0.138,0.596,0.1639999999999999,2021-22,2021-22,2021
11988,BJ Johnson,ORL,26.0,198.12,200.0,La Salle,USA,,,,4,6.5,3.8,0.0,-9.2,0.091,0.122,0.1689999999999999,0.52,0.0,2021-22,2021-22,2021
11989,Bam Adebayo,MIA,24.0,205.74,255.0,Kentucky,USA,2017.0,1.0,14.0,56,19.1,10.1,3.4,8.1,0.08,0.2339999999999999,0.248,0.608,0.172,2021-22,2021-22,2021
11990,Ben McLemore,POR,29.0,190.5,195.0,Kansas,USA,2013.0,1.0,7.0,64,10.2,1.6,0.9,-13.1,0.009,0.072,0.207,0.5670000000000001,0.077,2021-22,2021-22,2021
11991,Bismack Biyombo,PHX,29.0,203.2,255.0,,DRC,2011.0,1.0,7.0,36,5.8,4.6,0.6,5.6,0.1169999999999999,0.207,0.1669999999999999,0.596,0.064,2021-22,2021-22,2021
11992,Blake Griffin,BKN,33.0,205.74,250.0,Oklahoma,USA,2009.0,1.0,1.0,56,6.4,4.1,1.9,-4.7,0.061,0.1689999999999999,0.1669999999999999,0.518,0.157,2021-22,2021-22,2021
11993,Avery Bradley,LAL,31.0,190.5,180.0,Texas-Austin,USA,2010.0,1.0,19.0,62,6.4,2.2,0.8,-5.8,0.021,0.073,0.119,0.55,0.046,2021-22,2021-22,2021
11994,Boban Marjanovic,DAL,33.0,220.98,290.0,,Serbia,,,,23,4.3,1.7,0.1,12.8,0.066,0.228,0.311,0.615,0.044,2021-22,2021-22,2021
11995,Bogdan Bogdanovic,ATL,29.0,198.12,225.0,,Serbia,2014.0,1.0,27.0,63,15.1,4.0,3.1,4.5,0.016,0.1159999999999999,0.212,0.562,0.152,2021-22,2021-22,2021
11996,Bojan Bogdanovic,UTA,33.0,200.66,226.0,,Croatia,2011.0,2.0,31.0,69,18.1,4.3,1.7,4.8,0.027,0.106,0.2319999999999999,0.599,0.086,2021-22,2021-22,2021
11997,Bol Bol,ORL,22.0,218.44,220.0,Oregon,Sudan,2019.0,2.0,44.0,14,2.4,1.4,0.4,0.5,0.049,0.211,0.16,0.565,0.102,2021-22,2021-22,2021
11998,Bones Hyland,DEN,21.0,187.96,169.0,Virginia Commonwealth,USA,2021.0,1.0,26.0,69,10.1,2.7,2.8,1.7,0.011,0.133,0.231,0.5579999999999999,0.22,2021-22,2021-22,2021
11999,Brad Wanamaker,WAS,32.0,190.5,210.0,Pittsburgh,USA,,,,23,3.6,1.7,2.4,-6.4,0.018,0.107,0.146,0.472,0.243,2021-22,2021-22,2021
12000,Bradley Beal,WAS,29.0,193.04,207.0,Florida,USA,2012.0,1.0,3.0,40,23.2,4.7,6.6,-3.5,0.026,0.099,0.297,0.539,0.309,2021-22,2021-22,2021
12001,Bobby Portis,MIL,27.0,208.28,250.0,Arkansas,USA,2015.0,1.0,22.0,72,14.6,9.1,1.2,6.3,0.085,0.218,0.207,0.5710000000000001,0.061,2021-22,2021-22,2021
12002,Alekesej Pokusevski,OKC,20.0,213.36,190.0,,Serbia,2020.0,1.0,17.0,61,7.6,5.2,2.1,-2.5,0.054,0.1889999999999999,0.195,0.485,0.161,2021-22,2021-22,2021
12003,Austin Rivers,DEN,29.0,193.04,200.0,Duke,USA,2012.0,1.0,10.0,67,6.0,1.7,1.3,1.9,0.0139999999999999,0.063,0.123,0.546,0.0819999999999999,2021-22,2021-22,2021
12004,Arnoldas Kulboka,CHA,24.0,208.28,209.0,,Lithuania,2018.0,2.0,55.0,2,0.0,0.0,0.0,-100.0,0.0,0.0,0.071,0.0,0.0,2021-22,2021-22,2021
12005,Alex Len,SAC,29.0,213.36,250.0,Maryland,Ukraine,2013.0,1.0,5.0,39,6.0,4.1,1.2,-5.5,0.076,0.168,0.165,0.5770000000000001,0.104,2021-22,2021-22,2021
12006,Alfonzo McKinnie,CHI,29.0,200.66,215.0,Wisc.-Green Bay,USA,,,,17,3.5,1.9,0.3,-12.9,0.059,0.115,0.148,0.457,0.034,2021-22,2021-22,2021
12007,Alize Johnson,NOP,26.0,203.2,212.0,Missouri State,USA,2018.0,2.0,50.0,23,1.8,2.7,0.4,-10.6,0.156,0.2019999999999999,0.14,0.4629999999999999,0.08,2021-22,2021-22,2021
12008,Alperen Sengun,HOU,19.0,208.28,243.0,,Turkey,2021.0,1.0,16.0,72,9.6,5.5,2.6,-10.2,0.089,0.174,0.214,0.552,0.193,2021-22,2021-22,2021
12009,Amir Coffey,LAC,25.0,200.66,210.0,Minnesota,USA,,,,69,9.0,2.9,1.8,-0.9,0.017,0.102,0.154,0.598,0.1119999999999999,2021-22,2021-22,2021
12010,Andre Drummond,BKN,28.0,208.28,279.0,Connecticut,USA,2012.0,1.0,9.0,73,7.9,9.3,1.8,2.4,0.155,0.305,0.181,0.574,0.13,2021-22,2021-22,2021
12011,Austin Reaves,LAL,24.0,195.58,197.0,Oklahoma,USA,,,,61,7.3,3.2,1.8,1.8,0.031,0.099,0.121,0.6,0.1009999999999999,2021-22,2021-22,2021
12012,Andre Iguodala,GSW,38.0,198.12,215.0,Arizona,USA,2004.0,1.0,9.0,31,4.0,3.2,3.7,8.7,0.035,0.1169999999999999,0.113,0.478,0.263,2021-22,2021-22,2021
12013,Anfernee Simons,POR,23.0,190.5,181.0,,USA,2018.0,1.0,24.0,57,17.3,2.6,3.9,-2.5,0.015,0.075,0.244,0.583,0.2189999999999999,2021-22,2021-22,2021
12014,Anthony Davis,LAL,29.0,208.28,253.0,Kentucky,USA,2012.0,1.0,1.0,40,23.2,9.9,3.1,-3.0,0.072,0.196,0.263,0.578,0.147,2021-22,2021-22,2021
12015,Anthony Edwards,MIN,20.0,193.04,225.0,Georgia,USA,2020.0,1.0,1.0,72,21.3,4.8,3.8,4.0,0.023,0.113,0.262,0.56,0.173,2021-22,2021-22,2021
12016,Anthony Gill,WAS,29.0,200.66,230.0,Virginia,USA,,,,44,4.1,1.9,0.6,5.8,0.075,0.1119999999999999,0.138,0.682,0.08,2021-22,2021-22,2021
12017,Anthony Lamb,HOU,24.0,198.12,227.0,Vermont,USA,,,,2,0.0,0.5,1.0,29.4,0.0,0.125,0.105,0.0,0.4,2021-22,2021-22,2021
12018,Armoni Brooks,TOR,24.0,190.5,195.0,Houston,USA,2019.0,,,54,5.3,1.9,1.1,-3.8,0.021,0.0969999999999999,0.159,0.483,0.105,2021-22,2021-22,2021
12019,Andrew Wiggins,GSW,27.0,200.66,197.0,Kansas,Canada,2014.0,1.0,1.0,73,17.2,4.5,2.2,5.8,0.036,0.095,0.2239999999999999,0.56,0.109,2021-22,2021-22,2021
12020,Jerami Grant,DET,28.0,203.2,210.0,Syracuse,USA,2014.0,2.0,39.0,47,19.2,4.1,2.4,-7.8,0.017,0.108,0.253,0.556,0.13,2021-22,2021-22,2021
12021,Jordan McLaughlin,MIN,26.0,180.34,185.0,Southern California,USA,,,,62,3.8,1.5,2.9,2.4,0.023,0.075,0.115,0.535,0.258,2021-22,2021-22,2021
12022,Jeremy Lamb,SAC,30.0,195.58,180.0,Connecticut,USA,2012.0,1.0,12.0,56,7.3,2.8,1.4,0.6,0.026,0.134,0.1889999999999999,0.521,0.124,2021-22,2021-22,2021
12023,P.J. Dozier,DEN,25.0,198.12,205.0,South Carolina,USA,,,,18,5.4,3.5,1.6,-12.9,0.038,0.144,0.147,0.4629999999999999,0.135,2021-22,2021-22,2021
12024,Otto Porter Jr.,GSW,29.0,203.2,198.0,Georgetown,USA,2013.0,1.0,3.0,63,8.2,5.7,1.5,6.8,0.06,0.1889999999999999,0.145,0.581,0.0969999999999999,2021-22,2021-22,2021
12025,Oshae Brissett,IND,24.0,200.66,210.0,Syracuse,Canada,,,,67,9.1,5.3,1.1,-6.0,0.065,0.165,0.166,0.53,0.064,2021-22,2021-22,2021
12026,Onyeka Okongwu,ATL,21.0,203.2,240.0,Southern California,USA,2020.0,1.0,6.0,48,8.2,5.9,1.1,5.5,0.1169999999999999,0.163,0.1369999999999999,0.7140000000000001,0.078,2021-22,2021-22,2021
12027,Omer Yurtseven,MIA,24.0,210.82,275.0,Georgetown,Turkey,,,,56,5.3,5.3,0.9,5.3,0.12,0.293,0.19,0.546,0.105,2021-22,2021-22,2021
12028,Olivier Sarr,OKC,23.0,213.36,240.0,Kentucky,France,,,,22,7.0,4.2,0.9,-2.0,0.078,0.133,0.136,0.672,0.066,2021-22,2021-22,2021
12029,Obi Toppin,NYK,24.0,205.74,220.0,Dayton,USA,2020.0,1.0,8.0,72,9.0,3.7,1.1,6.9,0.0559999999999999,0.155,0.205,0.614,0.105,2021-22,2021-22,2021
12030,OG Anunoby,TOR,24.0,200.66,232.0,Indiana,United Kingdom,2017.0,1.0,23.0,48,17.1,5.5,2.6,3.9,0.04,0.1159999999999999,0.204,0.5489999999999999,0.108,2021-22,2021-22,2021
12031,Norvel Pelle,UTA,29.0,208.28,231.0,Iona,USA,,,,3,2.0,2.0,0.0,-54.2,0.15,0.158,0.152,0.6,0.0,2021-22,2021-22,2021
12032,Norman Powell,LAC,29.0,190.5,215.0,UCLA,USA,2015.0,2.0,46.0,45,19.0,3.2,2.1,-8.1,0.013,0.089,0.231,0.603,0.106,2021-22,2021-22,2021
12033,Nikola Vucevic,CHI,31.0,208.28,260.0,Southern California,Montenegro,2011.0,1.0,16.0,73,17.6,11.0,3.2,-1.6,0.06,0.2739999999999999,0.244,0.5329999999999999,0.153,2021-22,2021-22,2021
12034,Nikola Jokic,DEN,27.0,210.82,284.0,,Serbia,2014.0,2.0,41.0,74,27.1,13.8,7.9,8.4,0.09,0.313,0.309,0.6609999999999999,0.3879999999999999,2021-22,2021-22,2021
12035,Nik Stauskas,BOS,28.0,198.12,207.0,Michigan,Canada,2014.0,1.0,8.0,8,2.3,0.4,0.3,19.3,0.024,0.049,0.184,0.541,0.065,2021-22,2021-22,2021
12036,Nicolas Batum,LAC,33.0,203.2,230.0,,France,2008.0,1.0,25.0,59,8.3,4.3,1.7,-4.4,0.019,0.146,0.13,0.608,0.099,2021-22,2021-22,2021
12037,Nickeil Alexander-Walker,UTA,23.0,195.58,205.0,Virginia Tech,Canada,2019.0,1.0,17.0,65,10.6,2.9,2.4,-3.1,0.024,0.103,0.237,0.475,0.166,2021-22,2021-22,2021
12038,Nick Richards,CHA,24.0,213.36,245.0,Kentucky,Jamaica,2020.0,2.0,42.0,50,3.0,1.7,0.3,-13.0,0.086,0.1369999999999999,0.147,0.6890000000000001,0.054,2021-22,2021-22,2021
12039,Nic Claxton,BKN,23.0,210.82,215.0,Georgia,USA,2019.0,2.0,31.0,47,8.7,5.6,0.9,-0.4,0.098,0.157,0.15,0.672,0.066,2021-22,2021-22,2021
12040,Moses Brown,CLE,22.0,218.44,245.0,UCLA,USA,,,,40,4.3,3.4,0.0,-6.2,0.11,0.257,0.1989999999999999,0.612,0.005,2021-22,2021-22,2021
12041,Moses Moody,GSW,20.0,195.58,211.0,Arkansas,USA,2021.0,1.0,14.0,52,4.4,1.5,0.4,-4.0,0.0279999999999999,0.098,0.148,0.573,0.0559999999999999,2021-22,2021-22,2021
12042,Moses Wright,DAL,23.0,203.2,226.0,Georgia Tech,USA,,,,4,1.3,0.8,0.5,-21.9,0.083,0.143,0.139,0.47,0.182,2021-22,2021-22,2021
12043,Mychal Mulder,MIA,28.0,190.5,195.0,Kentucky,Canada,,,,17,4.1,1.4,0.3,-10.3,0.0069999999999999,0.089,0.153,0.4379999999999999,0.031,2021-22,2021-22,2021
12044,Myles Powell,PHI,24.0,187.96,195.0,Seton Hall,USA,,,,11,1.2,0.5,0.3,-15.1,0.019,0.098,0.163,0.364,0.088,2021-22,2021-22,2021
12045,Myles Turner,IND,26.0,210.82,250.0,Texas-Austin,USA,2015.0,1.0,11.0,42,12.9,7.1,1.0,-0.3,0.052,0.188,0.173,0.615,0.053,2021-22,2021-22,2021
12046,P.J. Tucker,MIA,37.0,195.58,245.0,Texas-Austin,USA,2006.0,2.0,35.0,71,7.6,5.5,2.1,6.2,0.052,0.146,0.1159999999999999,0.593,0.107,2021-22,2021-22,2021
12047,Naji Marshall,NOP,24.0,200.66,220.0,Xavier,USA,,,,55,5.7,2.6,1.1,-2.2,0.047,0.142,0.1969999999999999,0.505,0.126,2021-22,2021-22,2021
12048,Nate Hinton,IND,23.0,195.58,210.0,Houston,USA,,,,2,0.0,0.0,0.0,76.2,0.0,0.0,0.25,0.0,0.0,2021-22,2021-22,2021
12049,Nathan Knight,MIN,24.0,208.28,253.0,William & Mary,USA,,,,37,3.7,2.3,0.6,3.6,0.114,0.174,0.203,0.603,0.126,2021-22,2021-22,2021
12050,Naz Reid,MIN,22.0,205.74,264.0,Louisiana State,USA,,,,77,8.3,3.9,0.9,-2.4,0.074,0.161,0.209,0.588,0.091,2021-22,2021-22,2021
12051,Neemias Queta,SAC,22.0,213.36,248.0,Utah State,Portugal,2021.0,2.0,39.0,15,3.0,2.1,0.4,-4.1,0.104,0.144,0.176,0.495,0.076,2021-22,2021-22,2021
12052,Nemanja Bjelica,GSW,34.0,205.74,234.0,,Serbia,2010.0,2.0,35.0,71,6.1,4.1,2.2,5.2,0.055,0.187,0.175,0.573,0.204,2021-22,2021-22,2021
