,player_name,team_abbreviation,age,player_height_cm,player_weight_lbs,college,country,draft_year,draft_round,draft_number,games_played,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_categorical,season_period
11779,Domantas Sabonis,SAC,26.0,210.82,240.0,Gonzaga,Lithuania,2016.0,1.0,11.0,62,18.9,12.1,5.2,-0.6,0.092,0.264,0.221,0.637,0.239,2021-22,2021-22,2021
11780,Devin Vassell,SAS,21.0,195.58,200.0,Florida State,USA,2020.0,1.0,11.0,71,12.3,4.3,1.9,1.0,0.021,0.128,0.184,0.54,0.096,2021-22,2021-22,2021
11781,Devin Booker,PHX,25.0,195.58,206.0,Kentucky,USA,2015.0,1.0,13.0,68,26.8,5.0,4.8,9.5,0.02,0.1169999999999999,0.313,0.5760000000000001,0.212,2021-22,2021-22,2021
11782,Desmond Bane,MEM,24.0,195.58,215.0,TCU,USA,2020.0,1.0,30.0,76,18.2,4.4,2.7,6.9,0.018,0.118,0.226,0.5920000000000001,0.136,2021-22,2021-22,2021
11783,Derrick White,BOS,27.0,193.04,190.0,Colorado,USA,2017.0,1.0,29.0,75,13.2,3.5,4.9,4.9,0.017,0.094,0.196,0.5489999999999999,0.231,2021-22,2021-22,2021
11784,Derrick Walton Jr.,DET,27.0,182.88,185.0,Michigan,USA,,,,3,6.3,3.3,7.0,0.5,0.015,0.068,0.142,0.342,0.2689999999999999,2021-22,2021-22,2021
11785,Derrick Rose,NYK,33.0,187.96,200.0,Memphis,USA,2008.0,1.0,1.0,26,12.0,3.0,4.0,5.8,0.032,0.08,0.217,0.541,0.266,2021-22,2021-22,2021
11786,Derrick Jones Jr.,CHI,25.0,198.12,210.0,UNLV,USA,,,,51,5.6,3.3,0.6,2.7,0.068,0.121,0.119,0.633,0.043,2021-22,2021-22,2021
11787,Devin Cannady,ORL,26.0,187.96,183.0,Princeton,USA,2019.0,,,5,10.0,1.2,2.0,-2.6,0.006,0.032,0.156,0.531,0.102,2021-22,2021-22,2021
11788,Grant Williams,BOS,23.0,198.12,236.0,Tennessee,USA,2019.0,1.0,22.0,77,7.8,3.6,1.0,4.5,0.035,0.107,0.123,0.635,0.0579999999999999,2021-22,2021-22,2021
11789,Donovan Mitchell,UTA,25.0,185.42,215.0,Louisville,USA,2017.0,1.0,13.0,67,25.9,4.2,5.3,5.9,0.024,0.096,0.322,0.5720000000000001,0.267,2021-22,2021-22,2021
11790,Dorian Finney-Smith,DAL,29.0,200.66,220.0,Florida,USA,,,,80,11.0,4.7,1.9,4.4,0.047,0.095,0.138,0.604,0.08,2021-22,2021-22,2021
11791,Enes Freedom,BOS,30.0,208.28,250.0,,Turkey,2011.0,1.0,3.0,35,3.7,4.6,0.2,7.8,0.143,0.2189999999999999,0.129,0.585,0.027,2021-22,2021-22,2021
11792,Emmanuel Mudiay,SAC,26.0,190.5,200.0,,Democratic Republic of the Congo,2015.0,1.0,7.0,2,1.5,0.0,2.0,-23.7,0.0,0.0,0.192,0.3989999999999999,0.5710000000000001,2021-22,2021-22,2021
11793,Emanuel Terry,PHX,25.0,205.74,220.0,Lincoln Memorial,USA,,,,3,0.0,5.0,0.7,-50.3,0.286,0.389,0.1889999999999999,0.0,0.222,2021-22,2021-22,2021
11794,Elijah Hughes,POR,24.0,195.58,215.0,Syracuse,USA,2020.0,2.0,39.0,36,3.5,1.6,0.6,-23.7,0.013,0.118,0.158,0.426,0.079,2021-22,2021-22,2021
11795,Elfrid Payton,PHX,28.0,190.5,195.0,Louisana-Lafayette,USA,2014.0,1.0,10.0,50,3.0,1.8,2.0,-2.0,0.035,0.115,0.175,0.397,0.252,2021-22,2021-22,2021
11796,Ed Davis,CLE,33.0,205.74,218.0,North Carolina,USA,2010.0,1.0,13.0,31,0.9,2.1,0.2,4.6,0.072,0.23,0.062,0.632,0.053,2021-22,2021-22,2021
11797,Donte DiVincenzo,SAC,25.0,193.04,203.0,Villanova,USA,2018.0,1.0,17.0,42,9.0,4.0,2.8,-3.7,0.039,0.125,0.187,0.51,0.1669999999999999,2021-22,2021-22,2021
11798,Dylan Windler,CLE,25.0,198.12,196.0,Belmont,USA,2019.0,1.0,26.0,50,2.2,1.8,0.7,0.0,0.047,0.146,0.115,0.519,0.111,2021-22,2021-22,2021
11799,Dwight Howard,LAL,36.0,208.28,265.0,,USA,2004.0,1.0,1.0,60,6.2,5.9,0.6,-5.7,0.12,0.246,0.145,0.657,0.049,2021-22,2021-22,2021
11800,Duncan Robinson,MIA,28.0,200.66,215.0,Michigan,USA,,,,79,10.9,2.6,1.6,2.6,0.012,0.089,0.174,0.573,0.095,2021-22,2021-22,2021
11801,Duane Washington Jr.,IND,22.0,190.5,197.0,Ohio State,Germany,,,,48,9.9,1.7,1.8,-5.9,0.004,0.0819999999999999,0.214,0.521,0.128,2021-22,2021-22,2021
11802,Drew Eubanks,POR,25.0,205.74,245.0,Oregon State,USA,,,,71,7.7,5.4,1.2,-12.8,0.0969999999999999,0.1969999999999999,0.171,0.638,0.107,2021-22,2021-22,2021
11803,Draymond Green,GSW,32.0,198.12,230.0,Michigan State,USA,2012.0,2.0,35.0,46,7.5,7.3,7.0,7.2,0.034,0.204,0.14,0.5820000000000001,0.325,2021-22,2021-22,2021
11804,Doug McDermott,SAS,30.0,200.66,225.0,Creighton,USA,2014.0,1.0,11.0,51,11.3,2.3,1.3,-1.8,0.0139999999999999,0.076,0.178,0.593,0.068,2021-22,2021-22,2021
11805,Dwight Powell,DAL,30.0,208.28,240.0,Stanford,Canada,2014.0,2.0,45.0,82,8.7,4.9,1.2,2.5,0.099,0.134,0.136,0.725,0.081,2021-22,2021-22,2021
11806,Derrick Favors,OKC,30.0,205.74,265.0,Georgia Tech,USA,2010.0,1.0,3.0,39,5.3,4.7,0.6,-11.0,0.079,0.178,0.131,0.534,0.061,2021-22,2021-22,2021
11807,Grayson Allen,MIL,26.0,193.04,198.0,Duke,USA,2018.0,1.0,21.0,66,11.1,3.4,1.5,5.0,0.017,0.0969999999999999,0.148,0.609,0.075,2021-22,2021-22,2021
11808,Greg Monroe,MIN,32.0,208.28,250.0,Georgetown,USA,2010.0,1.0,7.0,14,5.4,4.6,1.6,0.9,0.141,0.176,0.1639999999999999,0.5660000000000001,0.162,2021-22,2021-22,2021
11809,Jalen Green,HOU,20.0,193.04,186.0,,USA,2021.0,1.0,2.0,67,17.3,3.4,2.6,-11.3,0.015,0.088,0.2339999999999999,0.547,0.132,2021-22,2021-22,2021
11810,Jalen Johnson,ATL,20.0,203.2,219.0,Duke,USA,2021.0,1.0,20.0,22,2.4,1.2,0.1,-10.0,0.016,0.175,0.183,0.59,0.045,2021-22,2021-22,2021
11811,Jalen McDaniels,CHA,24.0,205.74,205.0,San Diego State,USA,2019.0,2.0,52.0,55,6.2,3.1,1.1,2.6,0.039,0.138,0.152,0.595,0.089,2021-22,2021-22,2021
11812,Jalen Smith,IND,22.0,208.28,215.0,Maryland,USA,2020.0,1.0,10.0,51,9.2,6.0,0.5,2.7,0.1009999999999999,0.216,0.193,0.595,0.038,2021-22,2021-22,2021
11813,Jalen Suggs,ORL,21.0,195.58,205.0,Gonzaga,USA,2021.0,1.0,5.0,48,11.8,3.6,4.4,-7.1,0.019,0.102,0.244,0.455,0.249,2021-22,2021-22,2021
11814,James Bouknight,CHA,21.0,193.04,190.0,Connecticut,USA,2021.0,1.0,11.0,31,4.6,1.7,0.8,-6.2,0.064,0.09,0.226,0.4589999999999999,0.132,2021-22,2021-22,2021
11815,James Ennis III,DEN,31.0,198.12,215.0,Cal State-Long Beach,USA,2013.0,2.0,50.0,7,4.1,1.7,0.4,0.9,0.086,0.121,0.206,0.5529999999999999,0.081,2021-22,2021-22,2021
11816,James Harden,PHI,32.0,195.58,220.0,Arizona State,USA,2009.0,1.0,3.0,65,22.0,7.7,10.3,3.5,0.024,0.176,0.266,0.583,0.401,2021-22,2021-22,2021
11817,James Johnson,BKN,35.0,200.66,240.0,Wake Forest,USA,2009.0,1.0,16.0,62,5.5,3.5,2.1,-1.6,0.0409999999999999,0.127,0.136,0.513,0.153,2021-22,2021-22,2021
11818,Jamorko Pickett,DET,24.0,205.74,206.0,Georgetown,USA,,,,13,3.8,2.5,0.5,0.3,0.032,0.141,0.133,0.491,0.057,2021-22,2021-22,2021
11819,Jared Butler,UTA,21.0,190.5,193.0,Baylor,USA,2021.0,2.0,40.0,42,3.8,1.1,1.5,-0.1,0.0139999999999999,0.102,0.221,0.509,0.258,2021-22,2021-22,2021
11820,Jared Harper,NOP,24.0,177.8,175.0,Auburn,USA,,,,5,7.4,0.4,2.8,9.8,0.047,0.0,0.287,0.6659999999999999,0.5379999999999999,2021-22,2021-22,2021
11821,Jaren Jackson Jr.,MEM,22.0,210.82,242.0,Michigan State,USA,2018.0,1.0,4.0,78,16.3,5.8,1.1,7.9,0.05,0.145,0.248,0.535,0.0579999999999999,2021-22,2021-22,2021
11822,Jarred Vanderbilt,MIN,23.0,205.74,214.0,Kentucky,USA,2018.0,2.0,41.0,74,6.9,8.4,1.3,5.0,0.107,0.212,0.108,0.612,0.066,2021-22,2021-22,2021
11823,Jarrett Allen,CLE,24.0,208.28,243.0,Texas-Austin,USA,2017.0,1.0,22.0,56,16.1,10.8,1.6,3.3,0.109,0.213,0.177,0.698,0.079,2021-22,2021-22,2021
11824,Jarrett Culver,MEM,23.0,198.12,195.0,Texas Tech,USA,2019.0,1.0,6.0,37,3.5,1.3,0.9,-2.3,0.033,0.1009999999999999,0.1989999999999999,0.433,0.135,2021-22,2021-22,2021
11825,Jarron Cumberland,POR,24.0,195.58,205.0,Cincinnati,USA,,,,3,0.7,1.0,0.3,40.2,0.059,0.182,0.061,0.5,0.1,2021-22,2021-22,2021
11826,Jeff Green,DEN,35.0,203.2,235.0,Georgetown,USA,2007.0,1.0,5.0,75,10.3,3.1,1.3,1.8,0.024,0.1,0.16,0.627,0.071,2021-22,2021-22,2021
11827,Jeff Dowtin,ORL,25.0,190.5,177.0,Rhode Island,USA,,,,9,2.1,2.0,1.1,-12.3,0.065,0.0969999999999999,0.119,0.353,0.139,2021-22,2021-22,2021
11828,Jayson Tatum,BOS,24.0,203.2,210.0,Duke,USA,2017.0,1.0,3.0,76,26.9,8.0,4.4,12.1,0.032,0.18,0.313,0.578,0.204,2021-22,2021-22,2021
11829,Jaysean Paige,DET,27.0,187.96,200.0,West Virginia,USA,,,,1,0.0,1.0,1.0,-69.6,0.0,0.091,0.211,0.0,0.3329999999999999,2021-22,2021-22,2021
11830,Jaylen Nowell,MIN,22.0,193.04,201.0,Washington,USA,2019.0,2.0,43.0,62,8.5,2.0,2.1,2.8,0.022,0.1,0.205,0.581,0.1969999999999999,2021-22,2021-22,2021
11831,Jaylen Morris,SAS,26.0,195.58,185.0,Molloy,USA,,,,3,0.7,0.7,0.7,22.9,0.0,0.118,0.231,0.129,0.143,2021-22,2021-22,2021
11832,Jalen Brunson,DAL,25.0,185.42,190.0,Villanova,USA,2018.0,2.0,33.0,79,16.3,3.9,4.8,4.4,0.017,0.105,0.215,0.583,0.237,2021-22,2021-22,2021
11833,Jaylen Hoard,OKC,23.0,203.2,216.0,Wake Forest,France,,,,7,14.7,12.0,2.4,-17.2,0.1119999999999999,0.228,0.184,0.536,0.113,2021-22,2021-22,2021
11834,Jay Scrubb,LAC,21.0,195.58,220.0,,USA,2020.0,2.0,55.0,18,2.7,0.9,0.4,6.9,0.016,0.1,0.188,0.486,0.095,2021-22,2021-22,2021
11835,Jay Huff,LAL,24.0,215.9,240.0,Virginia,USA,,,,4,0.0,1.0,0.3,36.5,0.04,0.111,0.083,0.0,0.071,2021-22,2021-22,2021
11836,Jaxson Hayes,NOP,22.0,210.82,220.0,Texas-Austin,USA,2019.0,1.0,8.0,70,9.3,4.5,0.6,0.5,0.08,0.146,0.159,0.68,0.047,2021-22,2021-22,2021
11837,Javonte Smart,MIA,23.0,193.04,205.0,Louisiana State,USA,,,,17,3.0,1.4,0.9,-10.6,0.022,0.094,0.154,0.407,0.121,2021-22,2021-22,2021
11838,Javonte Green,CHI,28.0,195.58,205.0,Radford,USA,,,,65,7.2,4.2,0.9,1.6,0.062,0.12,0.113,0.637,0.051,2021-22,2021-22,2021
11839,Javin DeLaurier,MIL,24.0,208.28,234.0,Duke,USA,,,,1,0.0,1.0,0.0,57.1,0.0,0.25,0.0,0.0,0.0,2021-22,2021-22,2021
11840,Jaylen Brown,BOS,25.0,198.12,223.0,California,USA,2016.0,1.0,3.0,66,23.6,6.1,3.5,9.8,0.024,0.145,0.298,0.574,0.173,2021-22,2021-22,2021
11841,Jakob Poeltl,SAS,26.0,215.9,245.0,Utah,Austria,2016.0,1.0,9.0,68,13.5,9.3,2.8,3.4,0.125,0.184,0.182,0.613,0.131,2021-22,2021-22,2021
11842,Jake Layman,MIN,28.0,203.2,209.0,Maryland,USA,2016.0,2.0,47.0,34,2.4,1.1,0.3,-3.4,0.025,0.123,0.16,0.5,0.055,2021-22,2021-22,2021
11843,Jaime Echenique,WAS,25.0,208.28,258.0,Wichita State,Colombia,,,,1,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,2021-22,2021-22,2021
11844,Isaiah Livers,DET,23.0,198.12,232.0,Michigan,USA,2021.0,2.0,42.0,19,6.4,3.0,1.1,-0.8,0.037,0.109,0.125,0.629,0.077,2021-22,2021-22,2021
11845,Isaiah Joe,PHI,22.0,193.04,165.0,Arkansas,USA,2020.0,2.0,49.0,55,3.6,1.0,0.6,1.7,0.01,0.079,0.144,0.519,0.08,2021-22,2021-22,2021
11846,Isaiah Jackson,IND,20.0,208.28,205.0,Kentucky,USA,2021.0,1.0,22.0,36,8.3,4.1,0.3,-2.8,0.109,0.157,0.214,0.607,0.027,2021-22,2021-22,2021
11847,Isaiah Hartenstein,LAC,24.0,213.36,250.0,,Germany,2017.0,2.0,43.0,68,8.3,4.9,2.4,7.0,0.0969999999999999,0.158,0.177,0.664,0.193,2021-22,2021-22,2021
11848,Isaac Okoro,CLE,21.0,195.58,225.0,Auburn,USA,2020.0,1.0,5.0,67,8.8,3.0,1.8,3.1,0.037,0.065,0.123,0.589,0.083,2021-22,2021-22,2021
11849,Isaac Bonga,TOR,22.0,203.2,180.0,,Germany,2018.0,2.0,39.0,15,0.8,0.5,0.3,-22.6,0.043,0.038,0.108,0.363,0.089,2021-22,2021-22,2021
11850,Isaiah Roby,OKC,24.0,203.2,230.0,Nebraska-Lincoln,USA,2019.0,2.0,45.0,45,10.1,4.8,1.6,-8.8,0.074,0.145,0.185,0.607,0.1169999999999999,2021-22,2021-22,2021
11851,Immanuel Quickley,NYK,23.0,190.5,190.0,Kentucky,USA,2020.0,1.0,25.0,78,11.3,3.2,3.5,6.6,0.017,0.114,0.217,0.5429999999999999,0.244,2021-22,2021-22,2021
11852,Herbert Jones,NOP,23.0,200.66,206.0,Alabama,USA,2021.0,2.0,35.0,78,9.5,3.8,2.1,2.0,0.0409999999999999,0.086,0.136,0.573,0.0969999999999999,2021-22,2021-22,2021
11853,Haywood Highsmith,MIA,25.0,193.04,220.0,Wheeling Jesuit,USA,2018.0,,,19,2.3,1.4,0.3,-8.5,0.0559999999999999,0.0969999999999999,0.131,0.446,0.052,2021-22,2021-22,2021
11854,Hassani Gravett,ORL,25.0,187.96,187.0,South Carolina,USA,2019.0,,,8,6.3,2.6,2.5,-1.8,0.006,0.114,0.13,0.629,0.177,2021-22,2021-22,2021
11855,Hassan Whiteside,UTA,33.0,213.36,265.0,Marshall,USA,2010.0,2.0,33.0,65,8.2,7.6,0.4,10.1,0.142,0.275,0.1639999999999999,0.662,0.031,2021-22,2021-22,2021
11856,Harrison Barnes,SAC,30.0,203.2,225.0,North Carolina,USA,2012.0,1.0,7.0,77,16.4,5.6,2.4,-6.7,0.031,0.135,0.184,0.623,0.103,2021-22,2021-22,2021
11857,Hamidou Diallo,DET,23.0,195.58,202.0,Kentucky,USA,2018.0,2.0,45.0,58,11.0,4.8,1.3,-7.6,0.049,0.162,0.213,0.541,0.098,2021-22,2021-22,2021
11858,Ignas Brazdeikis,ORL,23.0,198.12,221.0,Michigan,Canada,2019.0,2.0,47.0,42,5.0,1.7,0.9,-15.7,0.038,0.09,0.172,0.52,0.11,2021-22,2021-22,2021
11859,Greg Brown III,POR,20.0,200.66,206.0,Texas-Austin,USA,2021.0,2.0,43.0,48,4.7,2.8,0.7,-17.6,0.057,0.15,0.168,0.515,0.087,2021-22,2021-22,2021
11860,Isaiah Stewart,DET,21.0,203.2,250.0,Washington,USA,2020.0,1.0,16.0,71,8.3,8.7,1.2,-9.5,0.111,0.217,0.144,0.55,0.07,2021-22,2021-22,2021
11861,Isaiah Todd,WAS,20.0,205.74,219.0,,USA,2021.0,2.0,31.0,12,1.7,1.0,0.3,-15.6,0.034,0.123,0.188,0.349,0.095,2021-22,2021-22,2021
11862,Jahmi'us Ramsey,SAC,21.0,190.5,190.0,Texas Tech,USA,2020.0,2.0,43.0,19,3.2,0.7,0.4,-6.0,0.027,0.068,0.208,0.4679999999999999,0.075,2021-22,2021-22,2021
11863,Jae'Sean Tate,HOU,26.0,193.04,230.0,Ohio State,USA,,,,78,11.8,5.4,2.8,-8.9,0.063,0.135,0.1939999999999999,0.5670000000000001,0.171,2021-22,2021-22,2021
11864,Jae Crowder,PHX,31.0,198.12,235.0,Marquette,USA,2012.0,2.0,34.0,67,9.4,5.3,1.9,10.2,0.017,0.16,0.146,0.541,0.08,2021-22,2021-22,2021
11865,Jaden Springer,PHI,19.0,193.04,202.0,Tennessee,USA,2021.0,1.0,28.0,2,1.0,1.0,0.0,-72.4,0.143,0.125,0.118,1.0,0.0,2021-22,2021-22,2021
11866,Jaden McDaniels,MIN,21.0,205.74,185.0,Washington,USA,2020.0,1.0,28.0,70,9.2,4.2,1.1,0.6,0.038,0.115,0.149,0.5529999999999999,0.063,2021-22,2021-22,2021
11867,Jabari Parker,BOS,27.0,200.66,245.0,Duke,USA,2014.0,1.0,2.0,12,4.4,2.3,0.5,-0.8,0.042,0.18,0.191,0.632,0.094,2021-22,2021-22,2021
11868,Isaiah Thomas,CHA,33.0,175.26,185.0,Washington,USA,2011.0,2.0,60.0,22,8.4,1.3,1.5,-1.3,0.012,0.071,0.245,0.516,0.155,2021-22,2021-22,2021
11869,JaVale McGee,PHX,34.0,213.36,270.0,Nevada-Reno,USA,2008.0,1.0,18.0,74,9.2,6.7,0.6,5.8,0.134,0.266,0.214,0.6509999999999999,0.055,2021-22,2021-22,2021
11870,JaMychal Green,DEN,32.0,203.2,227.0,Alabama,USA,,,,67,6.4,4.2,0.9,-3.5,0.073,0.187,0.168,0.5870000000000001,0.084,2021-22,2021-22,2021
11871,Ja Morant,MEM,22.0,190.5,174.0,Murray State,USA,2019.0,1.0,2.0,57,27.4,5.7,6.7,4.1,0.037,0.124,0.33,0.575,0.33,2021-22,2021-22,2021
11872,JT Thor,CHA,19.0,205.74,203.0,Auburn,USA,2021.0,2.0,37.0,33,2.0,1.3,0.6,0.3,0.04,0.111,0.1159999999999999,0.525,0.0969999999999999,2021-22,2021-22,2021
11873,Ivica Zubac,LAC,25.0,213.36,240.0,,Croatia,2016.0,2.0,32.0,76,10.3,8.5,1.6,-3.5,0.115,0.223,0.168,0.66,0.0969999999999999,2021-22,2021-22,2021
11874,Ish Wainright,PHX,27.0,195.58,250.0,Baylor,USA,,,,45,2.4,1.2,0.3,5.6,0.066,0.072,0.134,0.494,0.057,2021-22,2021-22,2021
11875,Ish Smith,WAS,33.0,182.88,175.0,Wake Forest,USA,,,,65,6.3,2.2,3.8,-6.7,0.021,0.1,0.195,0.465,0.318,2021-22,2021-22,2021
11876,JaQuori McLaughlin,DAL,24.0,193.04,190.0,Cal-Santa Barbara,USA,,,,4,0.0,0.0,0.5,-34.6,0.0,0.0,0.065,0.0,0.2,2021-22,2021-22,2021
11877,Denzel Valentine,UTA,28.0,193.04,220.0,Michigan State,USA,2016.0,1.0,14.0,24,2.9,1.8,0.5,-5.1,0.04,0.15,0.15,0.523,0.074,2021-22,2021-22,2021
11878,Dennis Smith Jr.,POR,24.0,187.96,205.0,North Carolina State,USA,2017.0,1.0,9.0,37,5.6,2.4,3.6,-9.8,0.0289999999999999,0.107,0.173,0.474,0.311,2021-22,2021-22,2021
11879,Dennis Schroder,HOU,28.0,185.42,172.0,,Germany,2013.0,1.0,17.0,64,13.5,3.3,4.6,-1.0,0.018,0.0969999999999999,0.223,0.539,0.256,2021-22,2021-22,2021
11880,Charlie Brown Jr.,PHI,25.0,198.12,199.0,St. Joseph's (PA),USA,,,,22,1.4,1.5,0.3,-3.6,0.067,0.088,0.105,0.346,0.045,2021-22,2021-22,2021
11881,Charles Bassey,PHI,21.0,205.74,230.0,Western Kentucky,Nigeria,2021.0,2.0,53.0,23,3.0,2.7,0.3,-8.8,0.124,0.233,0.152,0.66,0.07,2021-22,2021-22,2021
11882,Chandler Hutchison,PHX,26.0,198.12,210.0,Boise State,USA,2018.0,1.0,22.0,6,0.7,0.8,0.3,27.3,0.0,0.1669999999999999,0.111,0.6940000000000001,0.105,2021-22,2021-22,2021
11883,Cedi Osman,CLE,27.0,200.66,230.0,,Turkey,2015.0,2.0,31.0,66,10.7,2.2,2.0,-1.8,0.017,0.08,0.206,0.563,0.144,2021-22,2021-22,2021
11884,Cat Barber,ATL,27.0,185.42,173.0,North Carolina State,USA,2016.0,,,3,0.0,1.0,1.0,34.6,0.091,0.286,0.2189999999999999,0.0,0.2,2021-22,2021-22,2021
11885,Cassius Winston,WAS,24.0,185.42,185.0,Michigan State,USA,2020.0,2.0,53.0,7,2.0,0.1,1.0,-3.4,0.0,0.027,0.184,0.5489999999999999,0.28,2021-22,2021-22,2021
11886,Cassius Stanley,DET,22.0,195.58,190.0,Duke,USA,2020.0,2.0,54.0,9,5.8,2.1,0.4,-4.3,0.0279999999999999,0.084,0.148,0.516,0.043,2021-22,2021-22,2021
11887,Carsen Edwards,DET,24.0,180.34,200.0,Purdue,USA,2019.0,2.0,33.0,4,5.8,1.5,3.5,-5.9,0.022,0.044,0.179,0.3779999999999999,0.25,2021-22,2021-22,2021
11888,Carmelo Anthony,LAL,38.0,200.66,238.0,Syracuse,USA,2003.0,1.0,3.0,69,13.3,4.2,1.0,-2.9,0.034,0.1159999999999999,0.195,0.579,0.0559999999999999,2021-22,2021-22,2021
11889,Carlik Jones,DEN,24.0,182.88,174.0,Texas Legends,USA,,,,5,0.8,0.6,1.0,-33.1,0.042,0.069,0.22,0.2019999999999999,0.417,2021-22,2021-22,2021
11890,Caris LeVert,CLE,27.0,198.12,205.0,Michigan,USA,2016.0,1.0,20.0,58,17.0,3.7,4.3,-1.8,0.024,0.0969999999999999,0.252,0.525,0.2189999999999999,2021-22,2021-22,2021
11891,Cameron Payne,PHX,27.0,185.42,183.0,Murray State,USA,2015.0,1.0,14.0,58,10.8,3.0,4.9,6.3,0.018,0.109,0.235,0.5,0.318,2021-22,2021-22,2021
11892,Cameron Oliver,ATL,25.0,203.2,239.0,Nevada,USA,,,,2,11.5,3.0,1.5,-0.9,0.051,0.121,0.1669999999999999,0.705,0.0969999999999999,2021-22,2021-22,2021
11893,Cameron McGriff,POR,24.0,200.66,220.0,Oklahoma State,USA,,,,3,4.7,5.0,1.0,7.3,0.098,0.209,0.122,0.47,0.086,2021-22,2021-22,2021
11894,Cameron Johnson,PHX,26.0,203.2,210.0,North Carolina,USA,2019.0,1.0,11.0,66,12.5,4.1,1.5,6.2,0.023,0.123,0.1669999999999999,0.625,0.079,2021-22,2021-22,2021
11895,Cam Thomas,BKN,20.0,190.5,210.0,Louisiana State,Japan,2021.0,1.0,27.0,67,8.5,2.4,1.2,-6.4,0.013,0.118,0.212,0.519,0.102,2021-22,2021-22,2021
11896,Cam Reddish,NYK,22.0,203.2,217.0,Duke,USA,2019.0,1.0,10.0,49,10.1,2.1,1.0,-9.8,0.023,0.075,0.213,0.5429999999999999,0.078,2021-22,2021-22,2021
11897,Brandon Knight,DAL,30.0,187.96,182.0,Kentucky,USA,2011.0,1.0,8.0,5,6.4,1.6,1.6,-3.6,0.0,0.098,0.216,0.561,0.2,2021-22,2021-22,2021
11898,Brandon Williams,POR,22.0,187.96,190.0,Arizona,USA,,,,24,12.9,3.1,3.9,-20.4,0.026,0.089,0.246,0.476,0.235,2021-22,2021-22,2021
11899,Braxton Key,DET,25.0,203.2,225.0,Virginia,USA,,,,11,7.2,4.5,1.0,8.0,0.0579999999999999,0.187,0.184,0.508,0.077,2021-22,2021-22,2021
11900,Brodric Thomas,BOS,25.0,195.58,185.0,Truman State,USA,,,,12,1.8,0.8,0.9,3.0,0.034,0.103,0.172,0.52,0.239,2021-22,2021-22,2021
11901,Brook Lopez,MIL,34.0,213.36,282.0,Stanford,USA,2008.0,1.0,10.0,13,12.4,4.1,0.5,-1.4,0.0579999999999999,0.108,0.211,0.57,0.03,2021-22,2021-22,2021
11902,Bruce Brown,BKN,25.0,193.04,202.0,Miami,USA,2018.0,2.0,42.0,72,9.0,4.8,2.1,-0.3,0.0559999999999999,0.13,0.146,0.575,0.114,2021-22,2021-22,2021
11903,Chaundee Brown Jr.,ATL,23.0,195.58,215.0,Michigan,USA,,,,5,6.2,3.2,0.8,-8.7,0.009,0.139,0.146,0.447,0.0559999999999999,2021-22,2021-22,2021
11904,Bruno Fernando,HOU,23.0,205.74,240.0,Maryland,Angola,2019.0,2.0,34.0,30,2.9,1.8,0.2,-10.1,0.102,0.223,0.1969999999999999,0.6709999999999999,0.0819999999999999,2021-22,2021-22,2021
11905,Buddy Hield,IND,29.0,193.04,220.0,Oklahoma,Bahamas,2016.0,1.0,6.0,81,15.6,4.4,2.8,-3.6,0.025,0.114,0.214,0.5479999999999999,0.135,2021-22,2021-22,2021
11906,CJ Elleby,POR,22.0,198.12,200.0,Washington State,USA,2020.0,2.0,46.0,58,5.8,3.9,1.5,-14.3,0.052,0.141,0.143,0.491,0.109,2021-22,2021-22,2021
11907,CJ McCollum,NOP,30.0,190.5,190.0,Lehigh,USA,2013.0,1.0,10.0,62,22.1,4.3,5.1,-1.9,0.024,0.1009999999999999,0.2689999999999999,0.5529999999999999,0.238,2021-22,2021-22,2021
11908,CJ Miles,BOS,35.0,198.12,220.0,No College,USA,2005.0,2.0,34.0,1,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,2021-22,2021-22,2021
11909,Cade Cunningham,DET,20.0,198.12,220.0,Oklahoma State,USA,2021.0,1.0,1.0,64,17.4,5.5,5.6,-6.2,0.026,0.143,0.273,0.504,0.283,2021-22,2021-22,2021
11910,Caleb Martin,MIA,26.0,195.58,205.0,Nevada-Reno,USA,,,,60,9.2,3.8,1.1,5.7,0.054,0.114,0.158,0.611,0.068,2021-22,2021-22,2021
11911,Bryn Forbes,DEN,28.0,187.96,205.0,Michigan State,USA,,,,75,8.8,1.2,1.0,-0.5,0.0069999999999999,0.063,0.201,0.574,0.086,2021-22,2021-22,2021
11912,Cheick Diallo,DET,25.0,203.2,219.0,Kansas,Mali,2016.0,2.0,33.0,3,3.7,4.0,0.0,-50.7,0.098,0.296,0.145,0.517,0.0,2021-22,2021-22,2021
11913,Chimezie Metu,SAC,25.0,205.74,225.0,Southern California,USA,2018.0,2.0,49.0,60,8.9,5.6,1.0,-5.7,0.027,0.2269999999999999,0.184,0.546,0.071,2021-22,2021-22,2021
11914,Chris Boucher,TOR,29.0,205.74,200.0,Oregon,Saint Lucia,,,,80,9.4,6.2,0.3,5.3,0.095,0.183,0.172,0.57,0.022,2021-22,2021-22,2021
11915,DaQuan Jeffries,MEM,24.0,195.58,222.0,Tulsa,USA,,,,3,0.7,0.7,0.3,-10.5,0.0,0.25,0.091,0.5,0.1669999999999999,2021-22,2021-22,2021
